"11 UMi b";"229.27453750000";"71.823900000000";"0.0047500000000";"0.0047500000000";"";"";"";
"14 And b";"352.82255833333";"39.236197222222";"0.0050700000000";"0.0050700000000";"";"";"";
"14 Her b";"242.60130833333";"43.817644444445";"0.0048500000000";"0.0048500000000";"";"";"";
"16 Cyg B b";"295.46655000000";"50.517522222222";"0.0054700000000";"0.0054700000000";"";"";"";
"18 Del b";"314.60806250000";"10.839286111111";"0.0064600000000";"0.0064600000000";"";"";"";
"1RXS1609 b";"242.37625000000";"-21.082777777778";"3.0000000000000";"3.0000000000000";"";"";"";
"24 Sex b";"155.86820833333";"-0.9022444444444";"0.0071800000000";"0.0071800000000";"";"";"";
"24 Sex c";"155.86820833333";"-0.9022444444444";"0.0071800000000";"0.0071800000000";"";"";"";
"2M J044144 b";"70.437083333334";"23.030944444444";"0.0700000000000";"0.0700000000000";"";"";"";
"2M1207 b";"181.88945833333";"-39.548333333333";"0.0600000000000";"0.0600000000000";"";"";"";
"30 Ari B b";"39.240587500000";"24.648063888889";"0.0100100000000";"0.0100100000000";"";"";"";
"4 Uma b";"130.05341250000";"64.327936111111";"0.0049800000000";"0.0049800000000";"";"";"";
"42 Dra b";"276.49640833333";"65.563480555556";"0.0050800000000";"0.0050800000000";"";"";"";
"47 Uma b";"164.86655833333";"40.430255555556";"0.0054800000000";"0.0054800000000";"";"";"";
"47 Uma c";"164.86655833333";"40.430255555556";"0.0054800000000";"0.0054800000000";"";"";"";
"47 Uma d";"164.86655833333";"40.430255555556";"0.0054800000000";"0.0054800000000";"";"";"";
"51 Peg b";"344.36658750000";"20.768833333333";"0.0056300000000";"0.0056300000000";"";"";"";
"55 Cnc b";"133.14921250000";"28.330819444444";"0.0090400000000";"0.0090400000000";"";"";"";
"55 Cnc c";"133.14921250000";"28.330819444444";"0.0090400000000";"0.0090400000000";"";"";"";
"55 Cnc d";"133.14921250000";"28.330819444444";"0.0090400000000";"0.0090400000000";"";"";"";
"55 Cnc e";"133.14921250000";"28.330819444444";"0.0090400000000";"0.0090400000000";"";"";"";
"55 Cnc f";"133.14921250000";"28.330819444444";"0.0090400000000";"0.0090400000000";"";"";"";
"6 Lyn b";"97.696283333333";"58.162633333333";"0.0077700000000";"0.0077700000000";"";"";"";
"61 Vir b";"199.60131250000";"-18.311197222222";"0.0061300000000";"0.0061300000000";"";"";"";
"61 Vir c";"199.60131250000";"-18.311197222222";"0.0061300000000";"0.0061300000000";"";"";"";
"61 Vir d";"199.60131250000";"-18.311197222222";"0.0061300000000";"0.0061300000000";"";"";"";
"70 Vir b";"202.10753750000";"13.778786111111";"0.0075000000000";"0.0075000000000";"";"";"";
"81 Cet b";"39.424166666667";"-3.3961750000000";"0.0103100000000";"0.0103100000000";"";"";"";
"AB Pic b";"94.803804166667";"-58.054311111111";"0.0084400000000";"0.0084400000000";"";"";"";
"BD-082823 b";"150.19883750000";"-9.5166805555556";"0.0133800000000";"0.0133800000000";"";"";"";
"BD-082823 c";"150.19883750000";"-9.5166805555556";"0.0133800000000";"0.0133800000000";"";"";"";
"BD-10 3166 b";"164.61991666667";"-10.770386111111";"0.0478200000000";"0.0478200000000";"";"";"";
"BD-17 63 b";"7.1429416666667";"-16.226344444444";"0.0130900000000";"0.0130900000000";"";"";"";
"BD14 4559 b";"318.39996666667";"14.689386111111";"0.0136600000000";"0.0136600000000";"";"";"";
"BD20 2457 b";"154.18693333333";"19.891380555556";"0.0274900000000";"0.0274900000000";"";"";"";
"BD20 2457 c";"154.18693333333";"19.891380555556";"0.0274900000000";"0.0274900000000";"";"";"";
"beta Pic b";"86.821200000000";"-51.066513888889";"0.0053600000000";"0.0053600000000";"";"";"";
"CoRoT-1 b";"102.07988333333";"-3.1021333333333";"0.0220000000000";"0.0220000000000";"";"";"";
"CoRoT-10 b";"291.06373333333";"0.7461083333333";"0.0700000000000";"0.0700000000000";"";"";"";
"CoRoT-11 b";"280.68727916667";"5.9376944444444";"0.0160000000000";"0.0160000000000";"";"";"";
"CoRoT-12 b";"100.76567500000";"-1.2964222222222";"0.0600000000000";"0.0600000000000";"";"";"";
"CoRoT-13 b";"102.72113333333";"-5.0864277777778";"0.0410000000000";"0.0410000000000";"";"";"";
"CoRoT-14 b";"103.42418333333";"-5.5360250000000";"0.0650000000000";"0.0650000000000";"";"";"";
"CoRoT-2 b";"291.77706666667";"1.3837166666667";"0.0150000000000";"0.0150000000000";"";"";"";
"CoRoT-3 b";"292.05527083333";"0.1218388888889";"0.0150000000000";"0.0150000000000";"";"";"";
"CoRoT-4 b";"102.19464583333";"-0.6727722222222";"0.0150000000000";"0.0150000000000";"";"";"";
"CoRoT-5 b";"101.27725416667";"0.8152388888889";"0.0190000000000";"0.0190000000000";"";"";"";
"CoRoT-6 b";"281.07252500000";"6.6631944444445";"0.0240000000000";"0.0240000000000";"";"";"";
"CoRoT-7 b";"100.95612500000";"-1.0630333333333";"0.1060000000000";"0.1060000000000";"";"";"";
"CoRoT-7 c";"100.95612500000";"-1.0630333333333";"0.1060000000000";"0.1060000000000";"";"";"";
"CoRoT-8 b";"291.58851250000";"1.4264361111111";"0.0320000000000";"0.0320000000000";"";"";"";
"CoRoT-9 b";"280.78670833333";"6.2041361111111";"0.0280000000000";"0.0280000000000";"";"";"";
"CT Cha b";"166.03787500000";"-76.455383333333";"10.000000000000";"10.000000000000";"";"";"";
"DP Leo b";"169.31666666667";"17.961416666667";"10.000000000000";"10.000000000000";"";"";"";
