122.547;+12.844;011.337;+75.711;     112;00 41 58;+75 26 16;P;    4.4;    4.2;  0.9;   12.9; 3-11
122.430; +7.260;011.395;+70.126;     113;00 42 26;+69 51 11;P;    5.7;    5.6;  1.0;   12.9; 3-12
122.380; +4.691;011.419;+67.557;     114;00 42 36;+67 17 02;P;   10.8;   11.3;  1.1;   14.6; 2-12
122.627;+13.772;011.577;+76.641;     115;00 42 51;+76 22 04;P;    1.6;    2.4;  1.5;    7.6; 4-11
122.593;+12.429;011.556;+75.298;     116;00 42 51;+75 01 28;P;    4.3;    4.2;  0.9;   10.7; 3-11
122.498; +5.412;011.693;+68.280;     117;00 43 40;+68 00 25;P;    7.2;    6.8;  0.9;   11.2; 2-12
122.509; +3.369;011.811;+66.237;     118;00 44 11;+65 57 51;P;    8.2;    8.0;  0.9;   12.2; 2-12
122.833;+18.833;012.209;+81.704;     119;00 44 45;+81 25 54;P;    1.3;    1.5;  1.1;    7.1; 4-11
122.699; +9.103;012.117;+71.973;     120;00 45 13;+71 42 03;P;    6.9;    7.1;  1.0;   16.0; 3-12
122.926;+21.329;012.807;+84.201;     121;00 46 24;+83 55 45;P;    8.4;   10.4;  1.4;   47.4; 5-11
122.695; -1.533;012.367;+61.338;     122;00 46 29;+61 03 56;P;    5.0;    3.8;  0.7;    5.5; 1-12
122.895;+18.108;012.633;+80.980;     123;00 46 31;+80 42 28;P;    1.8;    1.7;  0.9;   10.0; 4-11
122.771; -3.743;012.547;+59.128;     124;00 47 14;+58 51 21;C;    7.5;   13.1;  1.8;    5.3; 1-12
122.796; -3.594;012.593;+59.278;     125;00 47 25;+59 00 21;C;    7.2;    8.7;  1.2;    5.1; 1-12
122.809; -3.456;012.619;+59.416;     126;00 47 31;+59 08 37;C;    7.0;    8.7;  1.1;    5.0; 1-12
122.905;+12.358;012.756;+75.230;     127;00 47 34;+74 57 29;P;    2.4;    3.5;  1.5;    6.3; 3-11
122.862; -3.095;012.721;+59.777;     128;00 47 55;+59 30 18;C;    6.9;    9.9;  1.5;    5.1; 1-12
122.983;+17.777;013.160;+80.648;     129;00 48 37;+80 22 37;P;    1.1;    1.4;  1.4;    5.8; 4-11
123.006;+12.078;013.137;+74.950;     130;00 49 05;+74 40 41;P;    6.7;    6.9;  1.0;   17.3; 3-12
123.073;+18.666;013.771;+81.537;     131;00 50 50;+81 15 58;P;    2.4;    3.6;  1.7;   14.8; 4-11
123.027;+25.518;015.900;+88.388;     132;00 51 56;+88 07 05;P;    2.4;    2.6;  1.1;   13.5; 5-11
123.101;+20.519;014.233;+83.389;     133;00 52 09;+83 07 05;P;    1.0;    1.0;  1.0;    5.3; 5-11
123.173;+15.522;014.012;+78.391;     134;00 52 14;+78 07 14;P;    3.7;    4.7;  1.3;   17.7; 4-11
123.353; +5.507;013.996;+68.375;     135;00 52 46;+68 06 16;P;   60.8;   60.7;  1.0;   49.2; 2-12
123.155;+20.848;014.766;+83.716;     136;00 54 05;+83 26 47;P;    1.0;    1.1;  1.1;    5.3; 5-11
123.708; -2.646;014.421;+60.216;     137;00 54 39;+59 56 47;P;    8.0;    8.6;  1.1;   10.4; 1-13
123.796; -5.789;014.440;+57.072;     138;00 54 47;+56 48 06;P;    5.7;    8.8;  1.6;    7.2; 1-13
123.142;+22.267;015.151;+85.135;     139;00 54 52;+84 51 57;P;    2.6;    3.3;  1.3;   15.0; 5-11
123.584; +4.957;014.582;+67.820;     140;00 55 06;+67 33 02;P;    7.9;    6.6;  0.8;    8.5; 2-12
123.437;+11.638;014.711;+74.502;     141;00 55 18;+74 13 57;P;    2.9;    3.0;  1.0;    6.6; 3-12
123.298;+17.053;014.857;+79.919;     142;00 55 20;+79 38 59;P;    7.0;    8.5;  1.3;   36.6; 4-11
123.181;+21.964;015.424;+84.831;     143;00 56 05;+84 33 41;P;    1.8;    1.9;  1.0;   11.5; 5-11
123.705; +5.202;014.921;+68.061;     144;00 56 26;+67 47 30;P;    8.5;    8.7;  1.0;    8.5; 2-12
123.399;+15.973;015.177;+78.836;     145;00 56 44;+78 34 02;P;    1.3;    1.6;  1.3;    7.0; 4-11
123.780; +3.992;015.012;+66.850;     146;00 56 50;+66 34 49;P;   12.7;   12.8;  1.0;   21.4; 2-12
123.497;+13.981;015.271;+76.842;     147;00 57 19;+76 34 24;P;    1.1;    1.5;  1.4;    5.6; 4-12
123.906; +1.643;015.121;+64.498;     148;00 57 20;+64 13 42;P;    3.3;    3.1;  0.9;    5.6; 2-12
124.049; +1.113;015.404;+63.962;     149;00 58 28;+63 41 37;P;    4.5;    4.6;  1.0;    7.8; 2-12
124.076; +2.824;015.635;+65.671;     150;00 59 20;+65 24 08;P;    4.0;    3.8;  1.0;    6.6; 2-12
123.820; +9.528;015.754;+72.380;     151;00 59 32;+72 06 42;P;    1.7;    2.9;  1.9;    5.5; 3-12
123.401;+19.319;016.116;+82.178;     152;00 59 46;+81 54 37;P;    2.7;    3.4;  1.3;   14.8; 4-11
124.264; +0.540;015.834;+63.381;     153;01 00 11;+63 06 47;P;    2.5;    2.7;  1.0;    5.9; 2-13
124.073; +5.183;015.899;+68.027;     154;01 00 18;+67 45 33;P;    6.2;    6.6;  1.1;    8.9; 2-12
124.040; +6.671;016.006;+69.516;     155;01 00 40;+69 14 52;P;    3.5;    3.9;  1.2;    7.2; 3-12
124.334; +0.289;015.962;+63.127;     156;01 00 42;+62 51 32;C;    2.2;    3.0;  1.2;    5.1; 2-13
123.150;+24.778;017.686;+87.641;     157;01 00 56;+87 22 27;P;   11.1;   11.9;  1.0;   47.6; 5-11
124.061; +7.201;016.143;+70.044;     158;01 01 11;+69 46 33;P;    2.1;    1.9;  0.9;    5.1; 3-12
123.524;+18.297;016.516;+81.152;     159;01 01 34;+80 53 03;C;    1.1;    1.4;  1.4;    6.1; 4-11
124.240; +5.017;016.319;+67.854;     160;01 01 58;+67 35 11;P;    7.4;    7.0;  0.9;   12.4; 2-12
123.897;+11.754;016.420;+74.599;     161;01 02 01;+74 19 53;P;    7.5;    8.1;  1.1;   19.9; 3-12
124.219; +6.642;016.508;+69.477;     162;01 02 39;+69 12 36;P;    2.5;    2.8;  1.1;    5.2; 3-12
123.767;+15.006;016.697;+77.853;     163;01 02 48;+77 35 07;P;    1.0;    1.5;  1.6;    6.4; 4-12
124.361; +4.559;016.567;+67.390;     164;01 02 58;+67 07 21;P;    4.6;    4.2;  0.9;    8.8; 2-12
124.352; +4.841;016.587;+67.671;     165;01 03 02;+67 24 14;P;    5.7;    5.7;  1.0;   10.2; 2-12
124.135; +8.790;016.635;+71.627;     166;01 03 03;+71 21 34;P;    2.2;    2.2;  1.0;    5.7; 3-12
124.014;+11.516;016.793;+74.355;     167;01 03 30;+74 05 15;P;    3.0;    2.8;  1.0;    7.4; 3-12
124.744; -1.108;016.685;+61.710;     168;01 03 36;+61 26 34;P;    3.1;    4.5;  1.5;    6.5; 2-13
124.698; -0.021;016.725;+62.798;     169;01 03 44;+62 31 51;P;    3.8;    4.2;  1.1;    7.4; 2-13
